ref	text	macula_lemma	macula_eng	macula_lxx_greek	hcb	cu2010s	cu2010t	rso94	sruv06	tbi	lsg10	rv09	tpb08	esvuk16	arbnav	tglulb	bsb	engulb	bbc
1KI 14:31!9	דָּוִ֔ד	דָּוִד	David	δαυιδ	Dawuda	大卫	大衛		mwa Daudi	Daud	David	David		David	دَاوُدَ	David	David	David	Daud
1KI 14:31!12	נַעֲמָ֖ה	נַעֲמָה	Naamah	’’	Na’ama	拿玛	拿瑪	Наама	aliitwa Naama	Naama	Naama	Naama	nama	Naamah	نِعْمَةُ	Naama	Naamah	Naamah	Naema
1KI 14:31!15	אֲבִיָּ֥ם	אֲבִיָּם	Abijam	αβιου	Abiyam	亚比央	亞比央	Авия	Abiya	Abiam	Abijam	Abiam		Abijam	أَبِيَامُ		Abijam	Abijah	Abia
1KI 15:1!5	יָרָבְעָ֣ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	mfalme Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 15:1!7	נְבָ֑ט	נְבָט	Nebat	ναβατ	Nebat	尼八	尼八	Наватова	Nebati	Nebat	Nebath	Nabat		Nebat	نَبَاطَ	Nebat	Nebat	Nebat	Nebat
1KI 15:1!9	אֲבִיָּ֖ם	אֲבִיָּם	Abijam	αβιου	Abiyam	亚比央	亞比央	Авия	Abiya	Abiam	Abijam	Abiam		Abijam	أَبِيَامُ	Abiam	Abijam	Abijah	Abia
1KI 15:1!11	יְהוּדָֽה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудеями	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 15:2!4	ירוּשָׁלִָ֑ם	יְרוּשָׁלִַ֫͏ם	Jerusalem		Urushalima	耶路撒冷	耶路撒冷		huko Yerusalemu	Yerusalem		jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
1KI 15:2!7	מַעֲכָ֖ה	מַעֲכָה	Maacah	μααξα	Ma’aka	玛迦	瑪迦	Мааха	Maaka	Maakha	Maaca	Maaca	maka	Maacah	مَعْكَةُ	Maaca	Maacah	Maacah	Maaka
1KI 15:2!9	אֲבִישָׁלֽוֹם	אֲבִישָׁלוֹם	Abishalom	αβεσσαλωμ	Abisalom	押沙龙	押沙龍	Авессалома	Absalomu	Abisalom	Abisalom	Abisalom		Abishalom	أَبْشَالُومَ	Absalom	Abishalom	Abishalom	Absalom
1KI 15:3!13	יְהוָ֣ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	لِلرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 15:3!16	דָּוִ֥ד	דָּוִד	David	δαυιδ	Dawuda	大卫	大衛	Давида	Daudi	Daud	David	David		David	دَاوُدَ	David	David	David	Daud
1KI 15:4!3	דָּוִ֔ד	דָּוִד	David’s	δαυιδ	Dawuda	大卫	大衛	Давида	Daudi	Daud	David	David		David	لِدَاوُدَ	David	David	David	Daud
1KI 15:4!5	יְהוָ֨ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
1KI 15:4!9	ירוּשָׁלִָ֑ם	יְרוּשָׁלִַ֫͏ם	Jerusalem		Urushalima	耶路撒冷	耶路撒冷		humo Yerusalemu	Yerusalem		Jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
1KI 15:4!16	יְרוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Urushalima	耶路撒冷	耶路撒冷		Yerusalemu	Yerusalem		Jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
1KI 15:5!3	דָוִ֛ד	דָּוִד	David	δαυιδ	Dawuda	大卫	大衛	Давид	Daudi	Daud	David	David		David	دَاوُدَ	David	David	David	Daud
1KI 15:5!7	יְהוָ֑ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		pa BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ		LORD		Jahowa
1KI 15:5!18	אוּרִיָּ֥ה	אוּרִיָּה	Uriah	’’	Uriya	乌利亚	烏利亞	Уриею	Uria	Uria	Urie	Urías		Uriah	أُورِيَّا	Urias	Uriah	Uriah	Uria
1KI 15:6!4	רְחַבְעָ֛ם	רְחַבְעָם	Rehoboam	’’	Rehobowam	罗波安	羅波安	Ровоамом	Rehoboamu	Rehabeam	Roboam	Roboam		Rehoboam	مُسْتَمِرَّةً	Rehoboam	Rehoboam	Rehoboam	Rehabeam
1KI 15:6!6	יָרָבְעָ֖ם	יָֽרָבְעָם	Jeroboam	’’	Yerobowam	耶罗波安	耶羅波安	Иеровоамом	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	فَتْرَةِ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 15:7!3	אֲבִיָּם֙	אֲבִיָּם	Abijam	αβιου	Abiyam	亚比央	亞比央	Авии	Abiya	Abiam	Abijam			Abijam	أَبِيَامَ	Abiam	Abijam	Abijah	Abia
1KI 15:7!15	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейских	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا		Judah	Judah	Juda
1KI 15:7!19	אֲבִיָּ֖ם	אֲבִיָּם	Abijam	αβιου	Abiyam	亚比央	亞比央	Авиею	Abiya	Abiam	Abijam			Abijam	أَبِيَامَ	Abiam	Abijam	Abijah	Abia
1KI 15:7!21	יָרָבְעָֽם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоамом	Yeroboamu	Yerobeam	Jéroboam	Abiam		Jeroboam		Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 15:8!2	אֲבִיָּם֙	אֲבִיָּם	Abijam	αβιου	Abiyam	亚比央	亞比央	Авия	Abiya	Abiam	Abijam	Abiam		Abijam	أَبِيَامُ	Abiam	Abijam	Abijah	Abia
1KI 15:8!8	דָּוִ֑ד	דָּוִד	David	δαυιδ	Dawuda	大卫	大衛	Давидовом	mwa Daudi	Daud	David	David		David	دَاوُدَ	David	David	David	Daud
1KI 15:8!10	אָסָ֥א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Аса	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:9!3	יָרָבְעָ֖ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 15:9!5	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильского	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:9!7	אָסָ֖א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Аса	Asa	Asa	Asa	Asa	asa	Asa		Asa	Asa	Asa	Asa
1KI 15:9!9	יְהוּדָֽה	יְהוּדָה	Judah	ιουδαν	Yahuda	犹大	猶大	Иудеями	Yuda	Yehuda	Juda	Judá	juda	Judah		Juda	Judah	Judah	Juda
1KI 15:10!5	ירוּשָׁלִָ֑ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Urushalima	耶路撒冷	耶路撒冷		huko Yerusalemu	Yerusalem		jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
1KI 15:10!8	מַעֲכָ֖ה	מַעֲכָה	Maacah	ανα	Ma’aka	玛迦	瑪迦	Ана	Maaka	Maakha	Maaca	Maaca	maka	Maacah	مَعْكَةُ	Maaca	Maacah	Maacah	Maaka
1KI 15:10!10	אֲבִישָׁלֽוֹם	אֲבִישָׁלוֹם	Abishalom	αβεσσαλωμ	Abisalom	押沙龙	押沙龍	Авессалома	Absalomu	Abisalom	Abisalom	Abisalom		Abishalom	أَبْشَالُومَ	Absalom	Abishalom	Abishalom	Absalom
1KI 15:11!2	אָסָ֛א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Аса	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:11!5	יְהוָ֑ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		pa Mungu	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 15:11!6	דָוִ֖ד	דָּוִד	David	δαυιδ	Dawuda	大卫	大衛	Давид	alivyofanya Daudi	Daud	David	David		David	كَدَاوُدَ	David	David	David	Daud
1KI 15:13!3	מַעֲכָ֣ה	מַעֲכָה	Maacah		Ma’aka	玛迦	瑪迦	Ану	Maaka	Maakha	Maaca	Maaca	maka	Maacah	مَعْكَةَ	Maaca	Maacah	Maacah	Maaka
1KI 15:13!10	אֲשֵׁרָ֑ה	אֲשֵׁרָה	asherah		Ashera			Астарты	Ashera	Asyera	Astarté	Asera		Asherah	لِعَشْتَارُوثَ	Asera	Asherah	Asherah	sombaon
1KI 15:13!12	אָסָא֙	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Аса	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	disiaphon
1KI 15:13!17	קִדְרֽוֹן	קִדְרוֹן	Kidron	κεδρων	Kidron	汲沦	汲淪	Кедрона	Kidroni	Kidron	Cédron	Cedrón	kidron	Kidron	قَدْرُونَ	Kidron	Kidron	Kidron	Kidron
1KI 15:14!6	אָסָ֗א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Асы	Asa	Asa	Asa	Asa	asa	Asa	خَالِصَ	Asa		Asa	nian
1KI 15:14!10	יְהוָ֖ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	لِلرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 15:15!8	יְהוָ֑ה	יהוה	LORD	κυρίου		金银	金銀		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 15:16!4	אָסָ֗א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Асою	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:16!6	בַּעְשָׁ֥א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасою	Baasha	Baesa	Baescha	Baasa		Baasha	وَبَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 15:16!8	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильским	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:17!2	בַּעְשָׁ֤א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Вааса	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 15:17!4	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильский	Israeli	Israel	Israël	Israel		Israel		Israel	Israel	Israel	Israel
1KI 15:17!6	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδαν	Yahuda	犹大	猶大	Иудеи	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 15:17!9	רָמָ֑ה	רָמָה	Ramah	ραμα		拉玛	拉瑪	Раму	Rama	Rama	Rama	Ramá	rama	Ramah	الرَّامَةِ	Rama	Ramah	Ramah	Rama
1KI 15:17!14	אָסָ֖א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Асе	Asa	Asa	Asa	Asa		Asa	الْخَارِجِينَ	Asa	Asa	Asa	Asa
1KI 15:17!16	יְהוּדָֽה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейскому	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 15:18!2	אָ֠סָא	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Аса	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:18!10	יְהוָ֗ה	יהוה	LORD’s		Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ		LORD	Yahweh	Jahowa
1KI 15:18!21	אָסָ֗א	אָסָא	Asa	ασα				Аса	Asa		Asa	Asa		Asa	آسَا	Asa	Asa	Asa	
1KI 15:18!26	טַבְרִמֹּ֤ן	טַבְרִמּוֹן	Tabrimmon	ταβερεμμαν	Tabrimmon	他伯利门	他伯利門	Тавримона	Tabrimoni		Thabrimmon	Tabrimón		Tabrimmon	طَبْرِيمُونَ	Tabrimon	Tabrimmon	Tabrimmon	
1KI 15:18!28	חֶזְיוֹן֙	חֶזְיוֹן	Hezion	αζιν	Heziyon	希旬	希旬	Хезионова	Hezioni		Hezjon	Hezión	hesion	Hezion	حَزْيُونَ	Hezion	Hezion	Hezion	
1KI 15:18!30	אֲרָ֔ם	אֲרָם	Aram	συρίας	sarkin	王	王	Сирийскому	Shamu	Aram	Syrie	Siria		Syria	آرَامَ	Aram	Aram	Aram	Ram
1KI 15:18!32	דַמֶּ֖שֶׂק	דַּמֶּ֫שֶׂק	Damascus	δαμασκῷ				Дамаске	Dameski	Damsyik	Damas	Damasco		Damascus	دِمَشْقَ	Damasco	Damascus	Damascus	Damaskus
1KI 15:19!19	בַּעְשָׁ֣א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Ваасою	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 15:19!21	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильским	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:20!6	אָסָ֗א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Асы	Asa	raja	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	raja
1KI 15:20!15	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильских	Israeli	kota-kota	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	
1KI 15:20!18	עִיּ֣וֹן	עִיּוֹן	Ijon	αιν	Iyon	以云	以雲	Аин	Iyoni		Ijjon	Ijón	ijon	Ijon	فَدَمَّرَ	Ijon	Ijon	Ijon	
1KI 15:20!20	דָּ֔ן	דָּן	Dan	δαν	Dan			Дан	Dani		Dan	Dan		Dan	وَدَانَ	Dan	Dan	Dan	
1KI 15:20!27	כִּנְר֔וֹת	כִּנֶּ֫רֶת	Chinneroth			基尼烈	基尼烈	Киннероф	Kinerothi		Kinneroth	Cineret		Chinneroth	مِنْطَقَةِ	Cineret	Chinnereth	Kinnereth	
1KI 15:20!31	נַפְתָּלִֽי	נַפְתָּלִי	Naphtali	νεφθαλι	Naftali	拿弗他利	拿弗他利	Неффалима	Naftali		Nephthali	Neftalí		Naphtali	نَفْتَالِي	Neftali	Naphtali	Naphtali	
1KI 15:21!3	בַּעְשָׁ֔א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Вааса	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	sahat
1KI 15:21!7	רָמָ֑ה	רָמָה	Ramah	ραμα		拉玛	拉瑪	Раму	Rama	Rama	Rama	Ramá	rama	Ramah	الرَّامَةِ	Rama	Ramah	Ramah	Rama
1KI 15:21!9	תִרְצָֽה	תִּרְצָה	Tirzah	θερσα	Tirza	得撒	得撒	Фирцу	Tirza	Tirza	Thirtsa	Tirsa		Tirzah	تِرْصَةَ	Tirza	Tirzah	Tirzah	Tirza
1KI 15:22!2	אָסָ֜א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Аса	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:22!6	יְהוּדָה֙	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудеев	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 15:22!12	רָמָה֙	רָמָה	Ramah	ραμα		拉玛	拉瑪	Рамы	Rama	Rama	Rama	Ramá	rama	Ramah	الرَّامَةِ	Rama	Ramah	Ramah	Rama
1KI 15:22!17	בַּעְשָׁ֑א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Вааса	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 15:22!21	אָסָ֔א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Аса	Asa	Asa	Asa	Asa		Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:22!23	גֶּ֥בַע	גֶּ֫בַע	Geba	βουνὸν	Geba	迦巴	迦巴	Гиву	Geba	Geba-Benyamin	Guéba	Geba		Geba	جَبْعَ	Geba	Geba	Geba	
1KI 15:22!24	בִּנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	便雅悯	便雅憫	Вениаминову	Benyamini	benyamin	Benjamin	Benjamín		Benjamin	بَنْيَامِينَ	Benjamin	Benjamin	Benjamin	
1KI 15:22!26	מִּצְפָּֽה	מִצְפָּה	Mizpah	σκοπιάν	Mizfa	米斯巴	米斯巴	Мицпу	Mispa	Mizpa	Mitspa	Mizpa		Mizpah	وَالْمِصْفَاةَ		Mizpah	Mizpah	Mispa
1KI 15:23!4	אָ֠סָא	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Асы	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:23!21	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейских	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 15:24!2	אָסָא֙	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Аса	Asa	Asa	Asa	Asa	asa	Asa		Asa	Asa	Asa	Asa
1KI 15:24!9	דָּוִ֣ד	דָּוִד	David	δαυιδ	Dawuda	大卫	大衛	Давида	mwa Daudi	Daud	David	David		David	دَاوُدَ	David	David	David	Daud
1KI 15:24!12	יְהוֹשָׁפָ֥ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yehoshafat	约沙法	約沙法	Иосафат	Na Yehoshafati	Yosafat	Josaphat	Josafat		Jehoshaphat	يَهُوشَافَاطُ		Jehoshaphat	Jehoshaphat	Josapat
1KI 15:25!1	נָדָ֣ב	נָדָב	Nadab	ναδαβ	Nadab	拿答	拿答	Нават	Nadabu	Nadab	Nadab	Nadab	nadap	Nadab	نَادَابُ	Nadab	Nadab	Nadab	Nadab
1KI 15:25!3	יָרָבְעָ֗ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоамов	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 15:25!6	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилем	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:25!9	אָסָ֖א	אָסָא	Asa	ασα	Asa	亚撒	亞撒		Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:25!11	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 15:25!14	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila			Израилем	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:26!4	יְהוָ֑ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		pa BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 15:26!12	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израиля	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:27!3	בַּעְשָׁ֤א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Вааса	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	marbulan
1KI 15:27!5	אֲחִיָּה֙	אֲחִיָּ֫הוּ	Ahijah	αξια	Ahiya	亚希雅	亞希雅	Ахии	Ahiya	Ahia	Achija	Ahías		Ahijah	أَخِيَّا	Ahias	Ahijah	Ahijah	Ahia
1KI 15:27!7	יִשָּׂשכָ֔ר	יִשָּׂשכָר	Issachar	βελααν	Issakar	以萨迦	以薩迦		Isakari	Isakhar		Isacar		Issachar	يَسَّاكَرَ	Isacar	Issachar	Issachar	Isasar
1KI 15:27!9	בַעְשָׁ֔א	בַּעְשָׁא	Baasha					Вааса	Baasha	Baesa	Baescha	Baasa		Baasha	بَعْشَا	Baasa	Baasha	Baasha	marbulan
1KI 15:27!10	גִבְּת֖וֹן	גִּבְּתוֹן	Gibbethon	γαβαθων	Gibbeton	基比顿	基比頓	Гавафоне	huko Gibethoni	Gibeton	Guibbethon	Gibetón		Gibbethon	الْفِلِسْطِينِيَّةَ	Gibeton	Gibbethon	Gibbethon	Gibeton
1KI 15:27!13	נָדָב֙	נָדָב	Nadab	ναδαβ	Nadab	拿答	拿答	Нават	kwani Nadabu	Nadab	Nadab	Nadab	nadap	Nadab	نَادَابُ	Nadab	Nadab	Nadab	Nadab
1KI 15:27!15	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильтяне	Israeli	Israel	Israël	Israel		Israel	الإِسْرَائِيلِيِّينَ	Israel	Israel	Israel	Israel
1KI 15:27!18	גִּבְּתֽוֹן	גִּבְּתוֹן	Gibbethon	γαβαθων	garin	基比顿	基比頓	Гавафон	Gibethoni	Gibeton	Guibbethon	Gibetón		Gibbethon	الْفِلِسْطِينِيَّةَ	Gibeton	Gibbethon	Gibbethon	Gibeton
1KI 15:28!2	בַעְשָׁ֔א	בַּעְשָׁא	Baasha	βαασα	Ba’asha	巴沙	巴沙	Вааса	Baasha	Baesa	Baescha			Baasha	بَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 15:28!5	אָסָ֖א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Асы	Asa	Asa	Asa	Baasa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:28!7	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
1KI 15:29!7	יָרָבְעָ֔ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоамов	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 15:29!12	יָרָבְעָ֖ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	Yeroboamu	Yerobeam		Jeroboam		Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 15:29!16	יְהוָ֔ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
1KI 15:29!21	אֲחִיָּ֥ה	אֲחִיָּ֫הוּ	Ahijah	αξια	Ahiya	亚希雅	亞希雅	Ахию	Ahiya	Ahia	Achija	Ahías		Ahijah	أَخِيَّا	Ahias	Ahijah	Ahijah	Ahia
1KI 15:30!3	יָרָבְעָם֙	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobowam	耶罗波安	耶羅波安	Иеровоама	Yeroboamu	Yerobeam	Jéroboam	Jeroboam	jeroboam	Jeroboam	يَرُبْعَامَ	Jeroboam	Jeroboam	Jeroboam	Jerobeam
1KI 15:30!9	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израиля	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:30!14	יְהוָ֖ה	יהוה	LORD		Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD		Yahweh	LORD	Yahweh	Jahowa
1KI 15:30!16	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилева	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:31!3	נָדָ֖ב	נָדָב	Nadab	ναδαβ	Nadab	拿答	拿答	Навата	Nadabu	Nadab	Nadab	Nadab	nadap	Nadab	نَادَابَ	Nadab	Nadab	Nadab	Nadab
1KI 15:31!15	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израильских	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:32!4	אָסָ֗א	אָסָא	Asa	’’	Asa	亚撒	亞撒	Асою	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:32!6	בַּעְשָׁ֥א	בַּעְשָׁא	Baasha	’’	Ba’asha	巴沙	巴沙	Ваасою	Baasha	Baesa	Baescha	Baasa		Baasha	وَبَعْشَا	Baasa	Baasha	Baasha	Baesa
1KI 15:32!8	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	’’	Isra’ila	以色列	以色列	Израильским	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
1KI 15:33!3	אָסָ֖א	אָסָא	Asa	ασα	Asa	亚撒	亞撒	Асы	Asa	Asa	Asa	Asa	asa	Asa	آسَا	Asa	Asa	Asa	Asa
1KI 15:33!5	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا		Judah	Judah	Juda
